Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'              
C3L60, C3L117, C3L149, C3L221, C3L269, C3L265, C4L149, C4L315, C4L103, C4L104, C4L264, C4L235, C4L181, C4L227 
Pop              
ICRE_Pedr7, 162164 153153 152154 148152 128132 150150 111117 113117 114116 233233 124128 100100 132136 178210
ICRE_287, 162162 153153 150154 146152 128130 150150 117117 113117 116116 233233 126130 100104 132132 190206
Pop              
IGAL_246, 162162 153153 146146 148148 128128 158158 111111 117117 116116 233233 124124 100100 132132 206206
IGAL_247, 162162 147153 146152 148148 130132 154154 121121 109109 116116 233233 122126 0NA0NA 0NA0NA 0NA0NA
IGAL_248, 162162 153153 146146 148148 128128 158158 111111 117117 116116 233233 124124 100100 132132 206206
IGAL_263, 162162 153153 146152 148148 124132 148150 117121 109123 116116 233233 122126 100102 112112 204208
IGAL_264, 162162 147153 146152 148148 130132 150154 119121 109111 116118 233233 122128 100100 130136 192200
IGAL_265, 162162 153153 146146 148148 124124 148148 119119 111111 118118 233233 128128 100100 130130 192192
IGAL_266, 162162 153153 146152 148148 124132 148150 119121 109111 116118 233233 122128 100100 130136 192200
IGAL_271, 162162 153153 152152 148148 132132 150154 117121 109123 116116 233233 122126 100102 112112 204208
IGAL_272, 162162 147153 146146 148148 124130 148154 121121 109109 116116 233233 122126 100100 112136 200208
IGAL_273, 162162 153153 146152 148148 124132 148150 119121 109111 116118 233233 126128 100100 112130 192208
IGAL_MAS89_05, 162162 153153 144156 148150 130132 150154 113119 117117 116118 233233 122130 100100 128128 208210
IGAL_MAS90_05, 162162 153153 144152 148148 132134 154154 119121 117117 118118 233233 126128 100102 112130 178212
IGAL_MAS91_05, 162162 153153 144148 148148 124132 150154 119119 117119 116116 233233 128130 100100 128128 208214
IGAL_MAS92_05, 162162 153153 144144 148148 132132 154154 119119 117117 116116 233233 130130 100100 128128 208208
IGAL_MAS93_05, 162162 153153 152152 148148 116130 150150 119119 117119 116116 233233 128130 100100 128128 208214
IGAL_MAS94_05, 162162 153153 152152 148148 130130 150154 119119 119119 116116 233233 128128 100100 128128 214214
IGAL_MAS95_05, 162162 153153 144152 148148 130132 148154 119119 117119 116116 233233 122130 100100 128132 208216
IGAL_MAS96_05, 162162 147153 146152 148148 130134 154156 119119 117117 118118 233233 128128 100100 130130 212212
IGAL_MAS97_05, 162162 153153 134164 152152 126128 148150 119119 117117 116116 233233 130130 100100 128128 208208
IGAL_MAS98_05, 162162 153153 152152 148148 130130 150150 115119 117121 116118 233233 122124 100100 128132 186204
Pop              
ILVA_Berb37_05, 162162 153155 152154 148148 124124 150152 117121 109119 116116 233233 120130 100100 132134 206206
ILVA_Pol41_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol42_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol43_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol44_05, 164164 153153 156156 150150 124124 150150 109109 119121 116116 233233 126134 100100 132140 204210
ILVA_Pol54_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol55_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol56_05, 164164 153153 156158 150150 124124 150150 109109 121121 116116 233233 126126 100100 140140 210210
ILVA_Pol57_05, 162162 153153 138138 148148 128128 154154 111111 117117 116116 233233 122122 108108 136136 210210
ILVA_Pol58_05, 162162 153155 140154 148148 124130 150150 109111 117121 116116 233233 122126 100108 136140 210210
ILVA_SGIA17, 162162 153153 140140 148148 128128 158158 113113 117117 114114 233233 120120 102102 132132 208208
ILVA_SGIA40, 162162 153153 138142 148148 128130 150150 113113 117117 114114 233233 120120 102102 132132 208208
ILVA_SGIA46, 162162 153153 138142 148148 128130 150150 109113 117117 114116 233233 120122 100102 112132 204208
ILVA_SGIA47, 162162 153153 138142 148148 128130 150150 109109 117117 116116 233233 122122 100100 112112 204204
ILVA_SGIA48, 162162 153153 138138 148148 130130 150150 113113 117117 114114 233233 120120 102102 132132 208208
ILVA_SGIA52, 162162 153153 138142 148148 128130 150150 109113 117117 114116 233233 120122 100102 112132 204208
ILVA_Berb1, 162162 153153 138138 148148 130130 156156 121121 109109 116116 233233 120120 100100 132132 206206
ILVA_Berb2, 162162 153153 138152 148148 124130 150156 111111 117117 116116 233233 118118 100100 132132 206206
ILVA_Berb3, 162162 153153 138152 148148 124130 150156 121121 109109 116116 233233 120120 100100 132132 206206
ILVA_GS16, 162162 153153 138154 144148 124128 150154 113113 117117 116116 233233 120120 100100 132132 202206
Pop              
ST1_T1, 162162 153153 113154 148150 124132 148150 115119 113115 114116 233233 124126 100102 112130 174214
ST1_T2, 182182 177177 140140 148148 116116 150150 115117 101113 116116 233239 112122 102112 126128 174182
ST1_T3, 162162 153157 121146 146146 122128 152152 115125 101103 116116 233233 122126 100112 128138 174174
ST1_T8, 162162 153153 121121 146146 128128 152152 113115 101117 116116 233233 122124 100112 128130 174202
ST1_T9, 162162 153153 121121 146146 128128 152152 115115 101101 116116 233233 122122 112112 128128 174174
ST1_T1_05, 174182 177177 140150 148150 116124 150150 111117 101113 114116 241241 118118 100100 142142 190190
ST1_T2_05, 174174 153153 150150 150150 124124 150150 117117 113113 116116 239239 112112 102102 126126 182182
ST1_T3_05, 174182 153177 140150 148150 116124 150150 117117 101113 116116 239241 112118 100102 126142 182190
ST1_T5_05, 182182 177177 140140 148148 116116 150150 111115 113115 114114 239241 102118 100126 140142 190212
ST1_T6_05, 182182 177177 140140 148148 116116 150150 111115 113115 114114 239241 102118 100126 140142 190212
ST1_T7_05, 182182 177177 140140 148148 116116 150150 115115 101101 116116 233233 122122 112112 128128 174174
ST1_T8_05, 182182 177177 140140 148148 116116 150150 115115 101101 116116 233233 122122 112112 128128 174174
ST1_T9_05, 182182 177177 140140 148148 116116 150150 115117 101113 116116 233239 112122 102112 126128 174182
ST1_T10_05, 182182 177177 140140 148148 116116 150150 117117 113113 116116 239239 112112 102102 126126 182182
ST1_T11_05, 182182 177177 140140 148148 116116 150150 115115 101101 116116 233233 122122 112112 128128 174174
ST1_MA2, 162182 157177 121140 144148 116128 150150 125125 103103 116116 233233 126126 100100 138138 0NA0NA
ST1_MA3, 162182 157177 121140 144148 116128 150150 107125 103113 114116 233241 118126 100100 138142 190190
ST1_MA7, 162162 157157 121121 144148 128128 150150 125125 103103 116116 233233 126126 100100 138138 0NA0NA
ST1_MA9, 162182 157177 121140 144148 116128 150150 107125 103113 114116 233241 118126 100100 138142 190190
ST1_MA10, 182182 177177 140140 148148 116116 150150 107125 103113 114116 233241 118126 100100 138142 190190
Pop              
ST2_VAR62_05, 162178 157177 121126 146148 120128 148150 115121 113115 116132 233239 124130 100102 136136 184188
ST2_VAR66_05, 180180 157157 140140 158158 116116 148148 109109 113113 116116 239239 100100 100100 114114 182182
ST2_VAR67_05, 172172 153153 129129 148148 124124 146148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR68_05, 162178 155157 126146 144146 120122 132140 111121 113115 116118 233239 100124 100102 126132 180198
ST2_VAR70_05, 162162 157177 121121 148148 128128 148148 115125 113115 116132 233239 100130 100102 114136 182184
ST2_VAR72_05, 162172 153157 121129 148148 124128 148148 109109 115115 114132 233239 100120 100126 136140 176186
ST2_VAR73_05, 162174 153157 146148 144146 122124 148166 111117 113115 116116 233241 128130 100102 114136 184188
ST2_VAR74_05, 162172 153153 129142 148148 124128 146148 109109 115115 114132 233239 100120 100126 136140 176186
ST2_VAR76_05, 162178 157177 121126 144146 120130 150166 121125 113115 116116 233239 120124 100102 132136 188196
ST2_VAR77_05, 172172 153153 129129 148148 124124 148148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR78_05, 172172 153153 129129 148148 124124 148148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR79_05, 162172 153157 121129 148148 124128 146148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR99_05, 162162 157157 121121 148148 128128 148148 109109 115115 114132 233239 100120 100126 136140 176186
ST2_VAR100_05, 172172 153153 129129 148148 124124 146148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR101_05, 162172 153157 121129 148148 124128 146148 109109 115115 132132 239239 100100 126126 136136 186186
ST2_VAR102_05, 162172 153157 121129 148148 124128 148148 109109 115115 114132 233239 100120 100126 136140 176186
ST2_VAR103_05, 162172 153157 131140 150158 122124 132146 125125 103103 116116 233233 126126 100100 138138 174174
ST2_VAR104_05, 162172 153153 131140 150158 122124 132166 109111 105115 118132 233233 100132 100102 132136 180188
ST2_VAR105_05, 162172 153157 131140 150158 122124 132146 111125 103115 116132 233239 102126 100100 138144 174174
ST2_VAR106_05, 162162 153157 121140 144150 122128 132166 109125 103105 116118 233233 126132 100102 136138 180180
Pop              
STP_P25, 162172 171183 129144 144156 118124 156166 109117 095097 116140 239239 108122 116120 138148 174174
STP_P26, 162172 175183 129129 152156 118124 156158 109115 097109 116140 233239 108116 116120 134138 174174
STP_P27, 162182 169171 138144 144144 116124 156166 109113 097111 122140 239239 108116 116120 124138 174198
STP_P39, 162172 171183 129144 144156 118124 156166 109113 097111 122140 239239 108116 116120 124138 174198
STP_P42, 162172 157169 126126 126136 118124 146156 115117 095097 116128 233239 108122 112116 134148 174174
STP_P38, 162172 169175 126129 134156 118126 148158 111115 117117 128132 239243 120122 098116 128136 184198
STP_P40, 172180 157173 125129 126144 112118 156166 109109 101101 116116 239239 122122 116116 124124 188188
STP_P43, 180180 157157 125125 144144 112112 156156 109121 101103 116138 239239 122122 110116 124134 188188
STP_P44, 162180 157157 125129 144150 112124 158158 109109 109109 136136 239239 116116 100100 128128 198198
STP_P45, 180180 157157 125125 144144 112112 144148 109115 099113 138140 239239 122122 116116 124134 174174
STP_P30, 180180 169173 125140 128144 112116 144146 117119 105107 132136 239245 122128 098114 134136 186186
STP_P31, 174174 169169 125125 128128 112112 158158 103109 103109 136140 239239 122124 118118 138144 180186
STP_P32, 174174 169169 125125 128128 112112 158158 103119 103105 132140 239245 122128 098118 134138 186186
STP_P33, 172174 155169 125125 128128 112124 156158 103117 099105 136144 233233 112122 100110 124138 186186
STP_P34, 172174 155169 125125 128128 112124 156158 103117 099105 136144 233233 112122 100110 124138 186186
STP_84, 172180 171175 125129 128128 112124 158160 113115 099115 138140 239239 108108 098112 114136 172194
STP_85, 172180 171175 125129 128138 112124 158160 113117 111115 136140 239239 108118 098112 136138 172194
STP_86, 172180 171171 125133 138138 112124 150160 115119 101115 128138 239239 108124 098126 136136 194196
STP_92, 172180 171175 125129 128138 112124 158160 117119 101111 128136 239239 118124 112126 136138 172172
STP_93, 180180 171177 125125 144144 112112 160162 115115 099099 138138 239239 108124 112114 114136 172174  
